location,date,stringency_index
Switzerland,11/11/2021,50
Switzerland,12/11/2021,50
Switzerland,13/11/2021,50
Switzerland,14/11/2021,50
Switzerland,15/11/2021,50
Switzerland,16/11/2021,50
Switzerland,17/11/2021,50
Switzerland,18/11/2021,50
Switzerland,19/11/2021,50
Switzerland,20/11/2021,50
Switzerland,21/11/2021,50
Switzerland,22/11/2021,50
Switzerland,23/11/2021,50
Switzerland,24/11/2021,50
Switzerland,25/11/2021,50
Switzerland,26/11/2021,50
Switzerland,27/11/2021,50
Switzerland,28/11/2021,50
Switzerland,29/11/2021,50
Switzerland,30/11/2021,50
Switzerland,01/12/2021,50
Switzerland,02/12/2021,50
Switzerland,03/12/2021,50
Switzerland,04/12/2021,50
Switzerland,05/12/2021,50
Switzerland,06/12/2021,50
Switzerland,07/12/2021,50
Switzerland,08/12/2021,50
Switzerland,09/12/2021,50
Switzerland,10/12/2021,50
Switzerland,11/12/2021,50
Switzerland,12/12/2021,50
Switzerland,13/12/2021,50
Switzerland,14/12/2021,50
Switzerland,15/12/2021,50
Switzerland,16/12/2021,50
Switzerland,17/12/2021,50
Switzerland,18/12/2021,50
Switzerland,19/12/2021,50
Switzerland,20/12/2021,52.78
Switzerland,21/12/2021,52.78
Switzerland,22/12/2021,52.78
Switzerland,23/12/2021,52.78
Switzerland,24/12/2021,52.78
Switzerland,25/12/2021,52.78
Switzerland,26/12/2021,52.78
Switzerland,27/12/2021,52.78
Switzerland,28/12/2021,52.78
Switzerland,29/12/2021,52.78
Switzerland,30/12/2021,52.78
Switzerland,31/12/2021,52.78
Switzerland,01/01/2022,56.48
Switzerland,02/01/2022,56.48
Switzerland,03/01/2022,56.48
Switzerland,04/01/2022,56.48
Switzerland,05/01/2022,56.48
Switzerland,06/01/2022,56.48
Switzerland,07/01/2022,56.48
Switzerland,08/01/2022,56.48
Switzerland,09/01/2022,56.48
Switzerland,10/01/2022,56.48
Switzerland,11/01/2022,56.48
Switzerland,12/01/2022,56.48
Switzerland,13/01/2022,56.48
Switzerland,14/01/2022,56.48
Switzerland,15/01/2022,56.48
Switzerland,16/01/2022,56.48
Switzerland,17/01/2022,56.48
Switzerland,18/01/2022,56.48
Switzerland,19/01/2022,56.48
Switzerland,20/01/2022,56.48
Switzerland,21/01/2022,56.48
Switzerland,22/01/2022,50.93
Switzerland,23/01/2022,50.93
Switzerland,24/01/2022,50.93
Switzerland,25/01/2022,50.93
Switzerland,26/01/2022,50.93
Switzerland,27/01/2022,50.93
Switzerland,28/01/2022,50.93
Switzerland,29/01/2022,50.93
Switzerland,30/01/2022,50.93
Switzerland,31/01/2022,50.93
Switzerland,01/02/2022,50.93
Switzerland,02/02/2022,50.93
Switzerland,03/02/2022,50.93
Switzerland,04/02/2022,50.93
Switzerland,05/02/2022,50.93
Switzerland,06/02/2022,50.93
Switzerland,07/02/2022,50.93
Switzerland,08/02/2022,50.93
Switzerland,09/02/2022,50.93
Switzerland,10/02/2022,50.93
Switzerland,11/02/2022,50.93
Switzerland,12/02/2022,50.93
Switzerland,13/02/2022,50.93
Switzerland,14/02/2022,50.93
Switzerland,15/02/2022,50.93
Switzerland,16/02/2022,50.93
Switzerland,17/02/2022,14.81
Switzerland,18/02/2022,14.81
Switzerland,19/02/2022,14.81
Switzerland,20/02/2022,14.81
Switzerland,21/02/2022,14.81
Switzerland,22/02/2022,14.81
Switzerland,23/02/2022,14.81
Switzerland,24/02/2022,14.81
Switzerland,25/02/2022,14.81
Switzerland,26/02/2022,14.81
Switzerland,27/02/2022,14.81
Switzerland,28/02/2022,14.81
Switzerland,01/03/2022,14.81
Switzerland,02/03/2022,14.81
Switzerland,03/03/2022,14.81
Switzerland,04/03/2022,14.81
Switzerland,05/03/2022,14.81
Switzerland,06/03/2022,14.81
Switzerland,07/03/2022,14.81
Switzerland,08/03/2022,14.81
Switzerland,09/03/2022,14.81
Switzerland,10/03/2022,14.81
Switzerland,11/03/2022,14.81
Switzerland,12/03/2022,14.81
Switzerland,13/03/2022,14.81
Switzerland,14/03/2022,14.81
Switzerland,15/03/2022,14.81
Switzerland,16/03/2022,14.81
Switzerland,17/03/2022,14.81
Switzerland,18/03/2022,14.81
Switzerland,19/03/2022,14.81
Switzerland,20/03/2022,14.81
Switzerland,21/03/2022,14.81
Switzerland,22/03/2022,14.81
Switzerland,23/03/2022,14.81
Switzerland,24/03/2022,14.81
Switzerland,25/03/2022,14.81
Switzerland,26/03/2022,14.81
Switzerland,27/03/2022,14.81
Switzerland,28/03/2022,14.81
Switzerland,29/03/2022,14.81
Switzerland,30/03/2022,14.81
Switzerland,31/03/2022,14.81
Switzerland,01/04/2022,11.11
Switzerland,02/04/2022,11.11
Switzerland,03/04/2022,11.11
Switzerland,04/04/2022,11.11
Switzerland,05/04/2022,11.11
Switzerland,06/04/2022,11.11
Switzerland,07/04/2022,11.11
Switzerland,08/04/2022,11.11
Switzerland,09/04/2022,11.11
Switzerland,10/04/2022,11.11
Switzerland,11/04/2022,11.11
Switzerland,12/04/2022,11.11
Switzerland,13/04/2022,11.11
Switzerland,14/04/2022,11.11
Switzerland,15/04/2022,11.11
Switzerland,16/04/2022,11.11
Switzerland,17/04/2022,11.11
Switzerland,18/04/2022,11.11
Switzerland,19/04/2022,11.11
Switzerland,20/04/2022,11.11
Switzerland,21/04/2022,11.11
Switzerland,22/04/2022,11.11
Switzerland,23/04/2022,11.11
Switzerland,24/04/2022,11.11
Switzerland,25/04/2022,11.11
Switzerland,26/04/2022,11.11
Switzerland,27/04/2022,11.11
Switzerland,28/04/2022,11.11
Switzerland,29/04/2022,11.11
Switzerland,30/04/2022,11.11
Switzerland,01/05/2022,11.11
Switzerland,02/05/2022,11.11
Switzerland,03/05/2022,11.11
Switzerland,04/05/2022,11.11
Switzerland,05/05/2022,11.11
Switzerland,06/05/2022,11.11
Switzerland,07/05/2022,11.11
Switzerland,08/05/2022,11.11
Switzerland,09/05/2022,11.11
Switzerland,10/05/2022,11.11
Switzerland,11/05/2022,11.11
Switzerland,12/05/2022,11.11
Switzerland,13/05/2022,11.11
Switzerland,14/05/2022,11.11
Switzerland,15/05/2022,11.11
Switzerland,16/05/2022,11.11
Switzerland,17/05/2022,11.11
Switzerland,18/05/2022,11.11
Switzerland,19/05/2022,11.11
Switzerland,20/05/2022,11.11
Switzerland,21/05/2022,11.11
Switzerland,22/05/2022,11.11
Switzerland,23/05/2022,11.11
Switzerland,24/05/2022,11.11
Switzerland,25/05/2022,11.11
Switzerland,26/05/2022,11.11
Switzerland,27/05/2022,11.11
Switzerland,28/05/2022,11.11
Switzerland,29/05/2022,11.11
Switzerland,30/05/2022,11.11
Switzerland,31/05/2022,11.11
Switzerland,01/06/2022,11.11
Switzerland,02/06/2022,11.11
Switzerland,03/06/2022,11.11
Switzerland,04/06/2022,11.11
Switzerland,05/06/2022,11.11
Switzerland,06/06/2022,11.11
Switzerland,07/06/2022,11.11
Switzerland,08/06/2022,11.11
Switzerland,09/06/2022,11.11
Switzerland,10/06/2022,11.11
Switzerland,11/06/2022,11.11
Switzerland,12/06/2022,11.11
Switzerland,13/06/2022,11.11
Switzerland,14/06/2022,11.11
Switzerland,15/06/2022,11.11
Switzerland,16/06/2022,11.11
Switzerland,17/06/2022,11.11
Switzerland,18/06/2022,11.11
Switzerland,19/06/2022,11.11
Switzerland,20/06/2022,11.11
Switzerland,21/06/2022,11.11
Switzerland,22/06/2022,11.11
Switzerland,23/06/2022,11.11
Switzerland,24/06/2022,11.11
Switzerland,25/06/2022,11.11
Switzerland,26/06/2022,11.11
Switzerland,27/06/2022,11.11
Switzerland,28/06/2022,11.11
Switzerland,29/06/2022,11.11
Switzerland,30/06/2022,11.11
Switzerland,01/07/2022,11.11
Switzerland,02/07/2022,11.11
Switzerland,03/07/2022,11.11
Switzerland,04/07/2022,11.11
Switzerland,05/07/2022,11.11
Switzerland,06/07/2022,11.11
Switzerland,07/07/2022,11.11
Switzerland,08/07/2022,11.11
Switzerland,09/07/2022,11.11
Switzerland,10/07/2022,11.11
Switzerland,11/07/2022,11.11
Switzerland,12/07/2022,11.11
Switzerland,13/07/2022,11.11
Switzerland,14/07/2022,11.11
Switzerland,15/07/2022,11.11
Switzerland,16/07/2022,11.11
Switzerland,17/07/2022,11.11
Switzerland,18/07/2022,11.11
Switzerland,19/07/2022,11.11
Switzerland,20/07/2022,11.11
Switzerland,21/07/2022,11.11
Switzerland,22/07/2022,11.11
Switzerland,23/07/2022,11.11
Switzerland,24/07/2022,11.11
Switzerland,25/07/2022,11.11
Switzerland,26/07/2022,11.11
Switzerland,27/07/2022,11.11
Switzerland,28/07/2022,11.11
Switzerland,29/07/2022,11.11
Switzerland,30/07/2022,11.11
Switzerland,31/07/2022,11.11
Switzerland,01/08/2022,11.11
Switzerland,02/08/2022,11.11
Switzerland,03/08/2022,11.11
Switzerland,04/08/2022,11.11
Switzerland,05/08/2022,11.11
Switzerland,06/08/2022,11.11
Switzerland,07/08/2022,11.11
Switzerland,08/08/2022,11.11
Switzerland,09/08/2022,11.11
Switzerland,10/08/2022,11.11
Switzerland,11/08/2022,11.11
Switzerland,12/08/2022,11.11
Switzerland,13/08/2022,11.11
Switzerland,14/08/2022,11.11
Switzerland,15/08/2022,11.11
Switzerland,16/08/2022,5.56
Switzerland,17/08/2022,5.56
Switzerland,18/08/2022,5.56
Switzerland,19/08/2022,5.56
Switzerland,20/08/2022,5.56
Switzerland,21/08/2022,5.56
Switzerland,22/08/2022,5.56
Switzerland,23/08/2022,5.56
Switzerland,24/08/2022,5.56
Switzerland,25/08/2022,5.56
Switzerland,26/08/2022,5.56
Switzerland,27/08/2022,5.56
Switzerland,28/08/2022,5.56
Switzerland,29/08/2022,5.56
Switzerland,30/08/2022,5.56
Switzerland,31/08/2022,5.56
Switzerland,01/09/2022,5.56
Switzerland,02/09/2022,5.56
Switzerland,03/09/2022,5.56
Switzerland,04/09/2022,5.56
Switzerland,05/09/2022,5.56
Switzerland,06/09/2022,5.56
Switzerland,07/09/2022,5.56
Switzerland,08/09/2022,5.56
Switzerland,09/09/2022,5.56
Switzerland,10/09/2022,5.56
Switzerland,11/09/2022,5.56
Switzerland,12/09/2022,5.56
Switzerland,13/09/2022,5.56
Switzerland,14/09/2022,5.56
Switzerland,15/09/2022,5.56
Switzerland,16/09/2022,5.56
Switzerland,17/09/2022,5.56
Switzerland,18/09/2022,5.56
Switzerland,19/09/2022,5.56
Switzerland,20/09/2022,5.56
Switzerland,21/09/2022,5.56
Switzerland,22/09/2022,5.56
Switzerland,23/09/2022,5.56
Switzerland,24/09/2022,5.56
Switzerland,25/09/2022,5.56
Switzerland,26/09/2022,5.56
Switzerland,27/09/2022,5.56
Switzerland,28/09/2022,5.56
Switzerland,29/09/2022,5.56
Switzerland,30/09/2022,5.56
Switzerland,01/10/2022,5.56
Switzerland,02/10/2022,5.56
Switzerland,03/10/2022,5.56
Switzerland,04/10/2022,5.56
Switzerland,05/10/2022,5.56
Switzerland,06/10/2022,5.56
Switzerland,07/10/2022,5.56
Switzerland,08/10/2022,5.56
Switzerland,09/10/2022,5.56
Switzerland,10/10/2022,5.56
Switzerland,11/10/2022,5.56
Switzerland,12/10/2022,5.56
Switzerland,13/10/2022,5.56
Switzerland,14/10/2022,5.56
Switzerland,15/10/2022,5.56
Switzerland,16/10/2022,5.56
Switzerland,17/10/2022,5.56
Switzerland,18/10/2022,5.56
Switzerland,19/10/2022,5.56
Switzerland,20/10/2022,5.56
Switzerland,21/10/2022,5.56
Switzerland,22/10/2022,5.56
Switzerland,23/10/2022,5.56
Switzerland,24/10/2022,5.56
Switzerland,25/10/2022,5.56
Switzerland,26/10/2022,5.56
Switzerland,27/10/2022,5.56
Switzerland,28/10/2022,5.56
Switzerland,29/10/2022,5.56
Switzerland,30/10/2022,5.56
Switzerland,31/10/2022,5.56
Switzerland,01/11/2022,5.56
Switzerland,02/11/2022,5.56
Switzerland,03/11/2022,5.56
Switzerland,04/11/2022,5.56
Switzerland,05/11/2022,5.56
Switzerland,06/11/2022,5.56
Switzerland,07/11/2022,5.56
Switzerland,08/11/2022,5.56
Switzerland,09/11/2022,5.56
Switzerland,10/11/2022,5.56
Switzerland,11/11/2022,5.56
Switzerland,12/11/2022,5.56
Switzerland,13/11/2022,5.56
Switzerland,14/11/2022,5.56
Switzerland,15/11/2022,5.56
Switzerland,16/11/2022,5.56
Switzerland,17/11/2022,5.56
Switzerland,18/11/2022,5.56
Switzerland,19/11/2022,5.56
Switzerland,20/11/2022,5.56
Switzerland,21/11/2022,5.56
Switzerland,22/11/2022,5.56
Switzerland,23/11/2022,5.56
Switzerland,24/11/2022,5.56
Switzerland,25/11/2022,5.56
Switzerland,26/11/2022,5.56
Switzerland,27/11/2022,5.56
Switzerland,28/11/2022,5.56
Switzerland,29/11/2022,5.56
Switzerland,30/11/2022,5.56
Switzerland,01/12/2022,5.56
Switzerland,02/12/2022,5.56
Switzerland,03/12/2022,5.56
Switzerland,04/12/2022,5.56
Switzerland,05/12/2022,5.56
Switzerland,06/12/2022,5.56
Switzerland,07/12/2022,5.56
Switzerland,08/12/2022,5.56
Switzerland,09/12/2022,5.56
Switzerland,10/12/2022,5.56
Switzerland,11/12/2022,5.56
Switzerland,12/12/2022,5.56
Switzerland,13/12/2022,5.56
Switzerland,14/12/2022,5.56
Switzerland,15/12/2022,5.56
Switzerland,16/12/2022,5.56
Switzerland,17/12/2022,5.56
Switzerland,18/12/2022,5.56
Switzerland,19/12/2022,5.56
Switzerland,20/12/2022,5.56
Switzerland,21/12/2022,5.56
Switzerland,22/12/2022,5.56
Switzerland,23/12/2022,5.56
Switzerland,24/12/2022,5.56
Switzerland,25/12/2022,5.56
Switzerland,26/12/2022,5.56
Switzerland,27/12/2022,5.56
Switzerland,28/12/2022,5.56
Switzerland,29/12/2022,5.56
Switzerland,30/12/2022,5.56
Switzerland,31/12/2022,5.56
